ID,DDR_A,DDR_C,DDR_D,DDR_E,DDR_F,DDR_G,DDR_H,DDR_I,DDR_K,DDR_L,DDR_M,DDR_N,DDR_P,DDR_Q,DDR_R,DDR_S,DDR_T,DDR_V,DDR_W,DDR_Y
seq1291,17.73,35.03,0.00,14.14,14.00,13.03,20.97,9.77,8.41,18.38,35.03,13.69,16.51,17.73,33.14,0.00,14.74,20.16,15.19,12.51
seq1292,0.00,19.79,32.98,0.00,13.80,15.23,20.02,31.45,22.02,13.90,0.00,30.20,4.78,34.60,9.82,26.31,16.63,22.10,38.12,25.26
seq1293,25.70,18.94,36.26,44.26,22.81,12.76,46.10,40.82,34.90,18.76,0.00,39.22,4.26,33.62,10.17,24.06,0.00,18.77,36.26,27.59
seq1294,8.97,25.47,18.86,0.00,18.38,16.92,0.00,18.38,35.03,15.86,0.00,11.71,22.92,21.89,13.81,17.03,7.09,6.68,0.00,21.03
seq1295,7.50,13.04,0.00,16.90,14.62,10.68,0.00,17.93,13.04,9.81,14.62,20.41,16.00,19.25,27.03,15.24,9.18,15.18,23.45,0.00
seq1296,0.00,0.00,0.00,0.00,15.26,0.00,0.00,8.53,6.12,17.05,0.00,11.16,15.26,0.00,10.24,8.28,12.32,10.24,6.06,0.00
seq1297,12.05,11.05,0.00,0.00,6.50,0.00,0.00,0.00,0.00,9.79,0.00,18.05,9.05,13.68,3.07,0.00,7.05,0.00,9.25,0.00
seq1298,0.00,0.00,0.00,0.00,6.06,12.05,5.17,0.00,5.79,6.39,0.00,0.00,0.00,0.00,4.24,9.65,13.25,18.05,0.00,11.05
seq1299,0.00,0.00,0.00,0.00,5.08,0.00,0.00,0.00,7.08,6.08,8.42,0.00,0.00,0.00,2.90,7.08,10.08,8.42,4.18,0.00
seq1300,9.41,8.06,0.00,0.00,8.72,0.00,0.00,0.00,10.28,16.06,0.00,8.06,0.00,0.00,3.07,12.31,0.00,9.39,5.44,0.00
seq1301,0.00,0.00,0.00,0.00,17.05,0.00,0.00,13.68,0.00,8.95,0.00,0.00,7.17,0.00,2.77,15.26,12.32,4.19,9.47,0.00
seq1302,0.00,0.00,0.00,0.00,7.53,8.72,11.39,4.93,4.31,10.28,0.00,0.00,0.00,8.28,10.28,13.29,0.00,0.00,12.72,8.28
seq1303,10.47,13.29,0.00,0.00,0.00,8.59,0.00,0.00,8.59,0.00,0.00,0.00,0.00,15.06,3.23,0.00,11.76,13.29,3.07,7.65
seq1304,4.00,0.00,0.00,0.00,0.00,10.08,5.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70,10.08,8.42,0.00,4.18,5.42
seq1305,0.00,9.25,9.05,0.00,15.26,10.84,0.00,7.37,4.59,12.05,0.00,9.65,0.00,0.00,4.17,16.25,0.00,14.65,0.00,9.65
seq1306,0.00,0.00,0.00,0.00,0.00,10.81,0.00,0.00,4.58,7.73,0.00,7.81,0.00,7.06,7.31,0.00,6.62,9.56,0.00,0.00
seq1307,0.00,7.72,0.00,0.00,12.32,0.00,0.00,15.26,8.95,8.28,13.68,0.00,0.00,8.53,4.81,5.83,5.39,0.00,17.05,8.63
seq1308,7.73,9.87,0.00,0.00,0.00,8.67,0.00,11.33,0.00,6.07,0.00,9.87,0.00,0.00,3.09,11.33,4.93,0.00,0.00,0.00
seq1309,15.06,0.00,0.00,0.00,0.00,0.00,0.00,7.20,9.56,10.47,7.81,0.00,0.00,0.00,4.40,6.53,7.65,0.00,7.53,0.00
seq1310,0.00,6.67,0.00,0.00,0.00,11.33,0.00,0.00,4.79,3.75,0.00,0.00,0.00,0.00,5.08,8.93,0.00,10.36,0.00,0.00
seq1311,10.81,4.07,0.00,0.00,12.31,7.31,0.00,7.06,7.07,7.81,0.00,0.00,9.56,0.00,8.67,0.00,13.07,0.00,7.06,0.00
seq1312,0.00,0.00,0.00,0.00,0.00,7.28,12.32,5.06,8.17,7.31,10.21,0.00,0.00,0.00,8.06,7.17,0.00,11.16,11.16,0.00
seq1313,6.36,0.00,0.00,0.00,0.00,8.93,0.00,0.00,0.00,7.50,0.00,0.00,0.00,0.00,3.58,13.07,8.67,6.53,7.73,11.33
seq1314,0.00,0.00,0.00,0.00,10.59,5.26,0.00,11.86,4.24,6.63,16.59,0.00,0.00,0.00,10.45,0.00,0.00,0.00,0.00,8.67
seq1315,14.28,12.72,8.28,0.00,10.24,0.00,0.00,0.00,3.87,4.53,16.06,8.72,0.00,0.00,5.29,0.00,0.00,16.06,0.00,0.00
seq1316,7.87,0.00,29.95,0.00,43.95,10.48,39.81,51.23,29.65,7.10,0.00,0.00,34.29,30.46,0.00,20.40,11.47,13.28,32.53,0.00
seq1317,6.00,14.49,0.00,0.00,0.00,8.87,23.57,36.57,0.00,34.93,0.00,8.45,21.57,0.00,26.56,22.64,25.72,9.61,0.00,17.91
seq1318,12.81,4.39,21.82,0.00,0.00,9.20,0.00,11.69,18.66,0.00,0.00,0.00,26.32,33.14,17.81,4.84,0.00,0.00,36.03,11.86
seq1319,15.72,6.78,25.96,0.00,0.00,21.75,0.00,26.77,32.09,25.96,0.00,17.41,8.57,22.18,41.11,43.11,16.54,21.07,0.00,9.30
seq1320,9.23,7.34,27.02,25.49,0.00,16.86,47.10,12.12,30.16,28.43,0.00,16.16,24.51,30.58,11.83,13.20,38.67,32.20,0.00,20.02
seq1321,0.00,0.00,0.00,0.00,9.17,15.41,0.00,15.66,0.00,17.66,0.00,0.00,3.05,0.00,4.52,0.00,0.00,0.00,0.00,18.53
seq1322,0.00,0.00,16.91,0.00,12.45,16.28,0.00,15.50,28.16,12.06,0.00,18.53,3.39,0.00,16.67,15.41,0.00,0.00,8.55,0.00
seq1323,0.00,0.00,0.00,0.00,4.88,10.48,0.00,5.88,4.95,0.00,0.00,0.00,27.16,0.00,10.97,0.00,14.83,0.00,0.00,0.00
seq1324,11.32,0.00,0.00,0.00,8.65,9.96,20.89,17.75,7.92,12.39,16.00,23.45,0.00,0.00,13.19,16.04,0.00,0.00,0.00,0.00
seq1325,7.56,0.00,0.00,0.00,10.04,6.64,0.00,9.61,0.00,20.75,0.00,0.00,0.00,0.00,3.71,23.45,27.03,25.17,10.89,14.62
seq1326,5.69,0.00,0.00,0.00,10.08,4.08,4.08,5.42,0.00,3.82,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00
seq1327,10.59,0.00,0.00,0.00,6.39,16.59,15.14,9.62,5.65,10.29,0.00,18.23,10.59,20.05,14.19,11.14,10.23,0.00,0.00,0.00
seq1328,16.97,0.00,0.00,10.97,0.00,22.03,0.00,24.36,5.18,7.48,0.00,7.90,0.00,0.00,11.37,21.54,0.00,15.66,0.00,19.36
seq1329,8.63,0.00,0.00,12.11,14.65,7.72,0.00,11.05,0.00,7.68,0.00,10.25,14.65,0.00,11.16,10.25,9.05,8.95,0.00,9.05
seq1330,0.00,0.00,10.23,0.00,0.00,9.05,0.00,0.00,11.05,11.86,18.23,12.77,0.00,15.14,4.94,0.00,9.24,15.14,17.24,0.00
seq1331,9.83,0.00,24.16,17.41,39.45,21.02,0.00,36.73,16.05,10.80,32.69,25.51,29.02,0.00,9.73,15.28,0.00,26.82,31.51,22.94
seq1332,13.07,0.00,0.00,5.50,12.07,6.53,0.00,8.67,3.25,7.73,0.00,7.73,0.00,9.87,0.00,0.00,0.00,0.00,6.67,0.00
seq1333,0.00,0.00,0.00,0.00,9.87,7.07,7.07,4.79,6.67,7.79,0.00,5.79,0.00,0.00,9.87,13.07,0.00,13.07,0.00,5.79
seq1334,6.18,5.27,4.55,0.00,0.00,4.50,9.09,0.00,0.00,6.18,4.73,0.00,0.00,0.00,0.00,0.00,5.10,0.00,0.00,9.09
seq1335,19.56,0.00,0.00,0.00,23.61,14.49,0.00,21.67,6.75,7.23,0.00,22.79,29.79,18.12,8.81,27.21,32.42,16.40,0.00,27.22
seq1336,12.81,0.00,0.00,0.00,13.54,6.48,5.22,8.72,16.15,8.04,12.59,16.15,0.00,0.00,9.57,0.00,0.00,15.19,0.00,0.00
seq1337,14.53,0.00,0.00,12.25,16.50,20.11,0.00,19.79,11.97,18.97,0.00,0.00,19.33,21.03,20.06,35.13,14.34,8.73,30.05,0.00
seq1338,12.47,0.00,30.15,10.20,41.05,43.62,27.82,21.65,6.62,14.00,0.00,0.00,31.75,22.61,21.29,51.09,24.83,9.40,45.75,0.00
seq1339,4.81,0.00,0.00,0.00,9.05,6.38,12.77,0.00,8.76,13.86,0.00,15.14,0.00,0.00,7.05,0.00,0.00,0.00,9.43,0.00
seq1340,17.08,22.82,34.67,57.34,45.05,41.03,55.14,35.79,22.07,48.66,26.92,29.94,22.97,31.66,28.03,44.85,38.71,13.35,50.23,42.10
seq1341,35.82,9.62,25.79,33.10,0.00,11.53,19.53,26.58,10.37,41.17,0.00,24.29,16.74,35.37,0.00,11.32,45.25,27.79,34.25,20.86
seq1342,36.49,0.00,17.22,22.42,45.90,13.41,72.90,49.85,22.48,23.42,101.42,38.66,49.85,31.48,20.33,23.03,24.73,26.99,43.50,48.36
seq1343,27.74,8.54,10.78,37.06,26.84,14.91,0.00,0.00,4.48,22.91,0.00,9.41,26.55,26.65,34.69,32.72,20.04,27.09,31.65,30.04
seq1344,19.39,21.53,0.00,0.00,24.24,10.39,21.91,15.59,8.61,8.19,0.00,16.53,0.00,0.00,28.16,9.70,20.42,11.48,0.00,27.39
seq1345,0.00,0.00,0.00,0.00,5.29,18.05,10.25,0.00,7.68,6.59,0.00,16.25,7.89,0.00,18.05,9.05,9.05,9.65,9.25,0.00
seq1346,0.00,6.73,19.79,14.42,23.64,14.66,15.82,0.00,12.67,27.18,21.03,0.00,0.00,37.03,6.51,12.19,10.00,0.00,0.00,0.00
seq1347,0.00,6.52,9.19,18.66,27.61,7.70,18.13,16.70,16.59,20.24,0.00,36.03,11.97,21.82,0.00,10.00,32.34,29.08,22.76,18.13
seq1348,23.14,10.95,0.00,20.46,19.70,22.82,36.50,55.91,25.94,8.60,65.01,36.81,20.31,29.74,33.25,11.61,32.99,15.69,33.25,39.22
seq1349,0.00,6.85,21.82,0.00,26.24,7.70,17.24,10.58,11.26,24.97,0.00,22.05,0.00,0.00,17.08,16.70,0.00,0.00,34.13,9.49
seq1350,16.05,9.87,27.70,21.90,39.93,14.07,15.45,33.40,17.35,40.88,0.00,58.95,16.62,56.88,26.92,45.57,21.42,30.12,71.85,30.92
seq1351,0.00,4.24,0.00,0.00,16.25,8.53,0.00,0.00,0.00,0.00,0.00,8.53,0.00,0.00,5.06,0.00,0.00,4.83,13.25,4.72
seq1352,6.10,17.53,20.42,0.00,29.15,13.74,29.15,15.03,8.43,0.00,0.00,10.59,0.00,0.00,0.00,20.58,15.76,5.61,21.53,20.42
seq1353,0.00,0.00,5.42,8.42,5.69,5.54,8.00,0.00,6.92,4.42,4.08,6.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
seq1354,34.35,37.27,25.51,19.02,23.52,4.97,0.00,7.95,8.03,45.10,0.00,0.00,0.00,0.00,27.59,28.52,28.45,13.91,28.45,0.00
seq1355,18.77,95.04,23.81,66.18,19.72,24.80,34.79,71.78,59.51,16.59,118.01,19.03,13.85,19.18,19.98,23.63,69.18,26.65,40.53,32.97
seq1356,24.29,0.00,18.36,67.09,63.72,14.02,36.25,47.54,66.74,32.68,77.48,19.08,33.67,37.71,45.97,22.99,29.29,12.10,52.50,34.84
seq1357,10.81,0.00,0.00,0.00,8.67,4.21,0.00,8.56,0.00,4.77,0.00,0.00,10.81,0.00,5.73,0.00,7.06,12.31,0.00,0.00
seq1358,10.45,0.00,0.00,0.00,16.59,16.59,0.00,8.48,20.05,9.58,0.00,0.00,10.59,18.23,0.00,3.83,0.00,7.90,15.14,0.00
seq1359,16.34,7.83,18.70,0.00,24.20,11.37,17.70,21.30,0.00,13.86,0.00,29.02,41.11,27.48,18.55,11.50,32.89,11.49,0.00,26.89
seq1360,0.00,11.64,11.73,0.00,16.92,13.63,22.48,30.63,11.58,28.73,28.31,32.54,24.62,33.72,34.35,16.36,22.45,28.56,0.00,17.08
seq1361,25.10,24.15,70.00,32.30,41.99,27.77,0.00,26.41,15.42,11.86,72.29,94.01,15.74,28.04,16.68,13.15,20.51,16.13,66.39,38.95
seq1362,0.00,0.00,0.00,0.00,18.96,14.35,6.17,0.00,12.50,10.16,0.00,0.00,11.12,22.19,4.10,8.21,12.96,13.58,17.58,23.04
seq1363,0.00,0.00,0.00,0.00,17.04,9.63,8.52,13.04,12.67,14.80,0.00,0.00,0.00,13.89,4.26,18.18,16.96,10.81,14.46,12.07
seq1364,16.28,0.00,0.00,0.00,12.06,8.18,0.00,10.28,14.00,23.68,0.00,15.41,0.00,16.91,6.79,19.53,19.74,0.00,11.68,0.00
seq1365,8.97,0.00,34.03,15.94,9.62,0.00,0.00,0.00,14.65,25.69,19.36,0.00,6.19,21.03,0.00,14.44,8.06,12.79,0.00,17.36
seq1366,11.61,0.00,29.03,0.00,0.00,6.64,0.00,19.74,27.16,0.00,0.00,0.00,0.00,0.00,1.83,22.83,0.00,18.65,0.00,0.00
seq1367,20.07,7.66,25.96,21.20,31.93,6.72,0.00,25.96,11.76,15.12,0.00,27.91,27.30,14.80,21.57,21.21,22.22,37.56,0.00,21.51
seq1368,11.14,11.30,0.00,13.65,13.65,5.25,0.00,6.77,11.05,10.23,0.00,0.00,0.00,10.87,9.23,19.22,12.70,6.48,0.00,0.00
seq1369,17.29,24.33,21.90,24.96,0.00,16.93,29.53,17.31,25.74,14.18,27.72,19.36,28.36,25.87,11.83,45.27,62.84,12.76,0.00,26.12
seq1370,0.00,0.00,0.00,8.95,8.53,4.58,0.00,5.76,11.16,0.00,0.00,0.00,0.00,0.00,13.68,0.00,0.00,7.83,0.00,7.17
seq1371,5.75,0.00,0.00,0.00,20.05,6.45,0.00,6.53,9.05,3.50,0.00,0.00,10.59,0.00,0.00,7.52,0.00,0.00,0.00,0.00
seq1372,0.00,0.00,23.82,36.03,25.30,9.70,24.86,24.97,0.00,13.03,0.00,26.24,5.23,14.49,6.32,20.92,18.03,0.00,34.13,0.00
seq1373,25.64,0.00,25.21,0.00,16.73,16.38,17.21,10.41,16.03,0.00,0.00,8.65,3.42,17.79,7.90,32.03,17.21,26.74,32.03,0.00
seq1374,18.38,0.00,0.00,24.51,24.67,6.72,49.02,19.63,13.59,26.31,0.00,6.62,31.59,27.02,0.00,18.26,16.82,27.02,26.43,20.57
seq1375,15.19,28.42,21.38,0.00,0.00,10.02,16.04,17.18,15.96,19.70,0.00,14.98,9.02,21.06,0.00,26.86,34.42,19.27,46.10,32.20
seq1376,20.02,0.00,0.00,0.00,31.02,7.94,19.12,12.65,15.26,6.97,36.12,0.00,25.28,13.34,10.79,34.33,0.00,0.00,0.00,0.00
seq1377,0.00,0.00,0.00,0.00,18.30,8.03,17.03,19.39,14.39,12.59,27.39,0.00,0.00,15.76,3.38,14.53,20.42,7.81,0.00,0.00
seq1378,10.52,0.00,24.24,16.48,12.06,14.65,15.76,16.71,10.19,29.15,0.00,0.00,0.00,0.00,4.73,31.03,31.03,23.03,18.78,0.00
seq1379,8.80,0.00,24.86,27.96,42.42,11.23,24.67,12.65,28.43,12.58,49.02,24.50,11.98,21.18,21.70,14.16,13.59,17.76,0.00,0.00
seq1380,14.21,12.80,15.44,9.21,0.00,10.61,0.00,19.52,10.71,13.52,0.00,0.00,0.00,8.12,7.57,8.71,7.39,12.24,11.84,0.00
seq1381,26.65,5.78,16.14,20.97,14.36,7.33,0.00,15.71,0.00,20.97,0.00,0.00,7.82,0.00,15.25,13.77,33.14,11.44,0.00,29.68
seq1382,16.07,17.06,52.76,35.23,46.56,31.27,0.00,43.79,35.88,27.21,35.06,19.92,30.50,51.72,38.05,16.82,13.14,24.92,27.17,54.51
seq1383,9.37,14.67,28.50,23.17,31.67,11.54,61.45,44.47,86.14,31.35,57.52,69.40,44.59,25.82,13.57,17.37,18.87,17.06,48.92,0.00
seq1384,40.18,34.25,33.62,32.07,28.31,39.02,64.37,19.66,14.00,17.73,50.46,51.68,85.70,32.00,24.59,24.11,37.31,44.90,86.36,63.59
seq1385,0.00,5.69,0.00,0.00,11.08,0.00,0.00,9.38,5.30,7.08,0.00,0.00,9.38,0.00,5.54,0.00,6.15,8.00,0.00,0.00
seq1386,0.00,4.15,0.00,0.00,6.07,0.00,0.00,0.00,9.38,4.15,0.00,0.00,0.00,0.00,4.18,0.00,0.00,6.15,10.36,0.00
seq1387,0.00,0.00,0.00,0.00,3.30,9.09,0.00,3.30,2.90,7.45,0.00,0.00,0.00,0.00,4.55,0.00,0.00,4.50,0.00,0.00
seq1388,7.79,6.93,0.00,0.00,0.00,0.00,0.00,5.69,6.08,6.36,6.07,0.00,0.00,0.00,4.75,10.36,0.00,6.93,0.00,0.00
seq1389,0.00,8.47,22.27,37.47,21.82,21.80,0.00,23.97,19.87,41.01,47.17,23.68,24.40,25.04,17.88,14.93,29.60,36.01,14.69,51.87
seq1390,36.22,56.60,8.43,18.51,33.26,22.62,53.46,14.74,12.76,17.17,76.61,17.89,30.04,33.26,28.50,41.16,12.97,37.05,74.23,57.59
seq1391,0.00,5.48,0.00,13.61,0.00,8.48,0.00,15.78,6.16,0.00,0.00,7.45,15.41,0.00,9.43,0.00,0.00,28.16,24.78,16.91
seq1392,10.81,0.00,0.00,0.00,6.27,9.56,0.00,3.38,4.93,0.00,0.00,0.00,0.00,0.00,5.60,14.06,0.00,9.56,12.31,0.00
seq1393,34.81,7.40,17.47,14.80,36.30,27.66,0.00,13.30,9.89,40.24,29.70,0.00,19.93,11.16,13.43,15.34,24.46,41.28,0.00,12.00
seq1394,18.68,15.67,23.32,43.57,27.66,22.07,38.64,70.26,42.47,23.68,52.55,46.85,45.99,68.00,25.99,35.91,33.25,24.61,77.06,25.58
seq1395,69.97,34.60,36.82,86.44,43.23,13.33,40.30,25.46,52.52,25.06,0.00,52.98,25.93,27.79,26.04,64.92,24.75,33.70,0.00,72.20
seq1396,34.78,7.19,20.39,41.35,41.04,16.66,23.86,64.96,20.88,25.41,0.00,23.07,6.71,40.56,34.37,52.26,36.78,28.75,0.00,17.25
seq1397,45.60,8.16,13.20,25.41,40.56,23.64,11.77,35.71,15.51,16.36,0.00,27.71,13.72,26.17,26.59,72.14,33.29,33.32,0.00,18.32
seq1398,61.63,14.95,27.92,47.03,32.05,31.05,33.60,47.01,33.19,63.23,0.00,25.93,18.00,47.36,23.45,32.29,24.39,20.20,92.63,40.70
seq1399,19.36,5.74,19.36,24.36,11.32,14.34,14.69,0.00,17.69,0.00,0.00,12.56,27.14,0.00,6.37,20.14,0.00,0.00,12.97,17.31
seq1400,14.40,0.00,0.00,0.00,12.04,8.71,5.43,2.83,8.04,0.00,0.00,16.64,0.00,0.00,19.22,13.52,0.00,0.00,0.00,0.00
seq1401,16.74,9.23,16.03,16.74,32.03,10.48,16.15,26.74,10.85,14.16,20.26,22.50,18.50,0.00,8.45,9.16,18.00,17.79,24.06,20.26
seq1402,18.22,0.00,15.18,0.00,0.00,15.29,0.00,0.00,7.04,0.00,11.48,8.65,0.00,6.62,10.59,0.00,0.00,0.00,17.04,7.96
seq1403,9.24,0.00,15.62,0.00,9.05,6.48,15.14,6.45,11.86,0.00,16.59,0.00,0.00,10.57,5.25,10.23,0.00,12.77,0.00,0.00
seq1404,13.54,29.62,22.10,37.09,33.86,23.06,47.54,27.16,7.46,21.78,42.01,23.18,44.62,24.20,38.02,21.87,42.07,29.75,45.35,48.04
seq1405,25.05,19.02,29.16,28.09,49.69,16.04,32.61,28.43,14.63,21.98,16.18,16.74,25.29,15.77,25.09,15.91,0.00,39.33,0.00,22.02
seq1406,20.14,6.79,24.74,21.89,32.14,32.14,0.00,22.03,6.06,14.00,0.00,18.69,8.03,12.40,16.74,27.14,21.03,12.74,34.03,23.14
seq1407,0.00,5.47,0.00,0.00,0.00,6.65,0.00,0.00,10.59,0.00,13.86,10.23,0.00,0.00,3.50,0.00,12.95,5.95,11.14,15.14
seq1408,5.10,0.00,0.00,6.18,6.18,4.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.73,5.10,0.00,9.09,0.00,9.09
seq1409,0.00,4.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.36,12.07,0.00,3.45,0.00,4.08,6.93,0.00,8.93,0.00,6.36
seq1410,10.50,0.00,30.26,0.00,0.00,10.77,17.27,12.67,11.43,15.96,48.02,10.85,17.18,18.00,0.00,18.38,0.00,14.80,16.94,32.42
seq1411,23.06,0.00,19.04,39.38,79.04,11.92,33.57,82.22,31.09,53.14,63.82,41.11,18.86,28.84,9.64,27.64,42.07,24.99,63.30,33.31
seq1412,12.24,0.00,0.00,24.31,0.00,9.75,22.10,15.17,16.87,15.80,0.00,18.61,38.12,38.12,16.57,0.00,22.02,6.38,0.00,26.31
seq1413,23.09,6.18,0.00,0.00,0.00,11.90,0.00,0.00,0.00,10.16,21.58,0.00,15.52,0.00,25.76,10.45,4.64,13.55,27.39,0.00
seq1414,8.10,6.08,0.00,0.00,8.42,0.00,0.00,5.08,0.00,5.42,0.00,0.00,0.00,0.00,4.73,0.00,6.08,7.08,7.08,0.00
seq1415,4.42,0.00,0.00,6.92,9.38,6.15,0.00,0.00,0.00,4.75,0.00,0.00,0.00,0.00,11.08,0.00,4.08,5.08,0.00,8.00
seq1416,10.48,5.81,0.00,0.00,16.74,10.30,20.91,33.03,8.84,13.74,0.00,0.00,21.14,16.57,0.00,17.27,4.83,27.71,0.00,0.00
seq1417,0.00,0.00,12.52,0.00,13.42,7.22,0.00,12.81,11.79,11.12,0.00,16.15,0.00,0.00,4.32,16.35,21.48,0.00,15.19,0.00
seq1418,0.00,0.00,16.74,33.03,0.00,13.41,0.00,6.90,6.00,7.97,0.00,18.97,25.21,0.00,24.00,0.00,14.03,16.51,22.23,0.00
seq1419,10.75,0.00,11.73,18.47,27.16,10.09,29.03,45.50,22.52,93.40,36.57,33.70,40.42,22.95,12.86,36.19,39.15,50.52,34.51,32.97
seq1420,8.43,0.00,16.44,20.47,40.47,11.56,44.28,30.93,29.13,41.30,64.66,17.87,41.17,49.05,10.22,16.85,57.01,51.98,27.20,42.30
seq1421,0.00,0.00,0.00,0.00,4.83,12.05,9.65,0.00,12.05,4.94,0.00,9.47,0.00,0.00,4.06,0.00,7.37,0.00,0.00,13.25
seq1422,33.96,7.79,23.67,0.00,39.84,5.08,0.00,18.77,42.27,47.02,0.00,25.51,0.00,25.44,12.43,20.81,9.72,11.16,0.00,23.67
seq1423,14.69,14.12,18.04,35.21,36.79,31.16,20.42,35.52,49.41,39.90,29.01,41.72,22.75,55.04,11.15,10.75,30.49,23.39,44.87,27.39
seq1424,6.63,0.00,0.00,0.00,0.00,12.11,0.00,0.00,18.05,0.00,0.00,16.25,3.29,0.00,3.06,10.21,0.00,0.00,0.00,3.06
seq1425,0.00,0.00,0.00,0.00,0.00,15.46,0.00,0.00,23.04,12.24,0.00,21.20,3.16,0.00,3.15,23.04,0.00,9.88,0.00,4.50
seq1426,17.68,0.00,15.10,22.32,9.96,19.74,21.37,0.00,0.00,9.37,0.00,0.00,4.50,0.00,5.88,0.00,0.00,0.00,0.00,15.86
seq1427,14.54,17.48,15.71,11.21,11.04,21.04,12.04,0.00,8.41,11.54,0.00,15.71,12.71,0.00,7.91,13.54,0.00,6.50,0.00,5.77
seq1428,0.00,17.48,0.00,0.00,7.22,21.04,0.00,0.00,11.05,8.26,0.00,0.00,12.71,0.00,6.95,9.05,14.54,17.04,9.22,10.87
seq1429,13.68,11.05,9.05,0.00,18.05,5.94,0.00,13.68,7.89,9.65,0.00,16.25,9.65,11.05,0.00,0.00,16.25,4.94,0.00,0.00
seq1430,10.81,5.47,0.00,0.00,4.67,5.73,0.00,0.00,0.00,0.00,12.31,8.56,0.00,0.00,0.00,0.00,0.00,5.79,9.87,4.93
seq1431,5.41,0.00,0.00,0.00,9.12,2.74,0.00,0.00,19.52,12.24,0.00,0.00,13.52,21.20,0.00,13.52,17.04,8.00,0.00,0.00
seq1432,12.66,5.16,30.36,24.36,0.00,10.78,0.00,0.00,5.03,10.79,21.03,0.00,15.71,0.00,0.00,0.00,15.14,34.03,18.69,0.00
seq1433,11.16,4.63,19.31,27.71,0.00,15.41,0.00,31.14,10.97,11.58,20.62,22.23,17.43,11.44,0.00,16.57,10.91,17.03,0.00,0.00
seq1434,17.04,0.00,9.27,16.04,14.46,16.88,11.78,6.58,0.00,0.00,9.41,13.89,13.18,15.18,13.46,13.19,0.00,0.00,14.46,12.35
seq1435,10.98,25.24,23.95,13.25,50.79,7.17,51.97,10.74,53.65,11.02,0.00,24.49,44.51,43.21,56.21,25.95,61.02,20.78,0.00,0.00
seq1436,12.84,0.00,0.00,0.00,15.78,7.17,0.00,13.35,4.88,12.45,0.00,0.00,0.00,0.00,17.10,15.68,14.00,8.96,0.00,0.00
seq1437,17.04,0.00,26.04,16.04,16.04,15.18,13.18,11.41,9.42,5.12,0.00,14.46,0.00,11.11,6.64,0.00,17.04,0.00,26.04,8.88
seq1438,0.00,0.00,15.19,19.93,12.59,16.15,0.00,13.04,5.13,13.70,0.00,0.00,13.19,0.00,17.84,6.96,0.00,5.05,0.00,0.00
seq1439,30.71,16.55,29.73,22.16,23.81,26.82,35.45,13.14,16.00,14.99,49.58,27.82,24.60,43.65,31.81,15.06,20.75,22.04,42.71,43.98
seq1440,14.91,0.00,38.79,0.00,21.05,12.40,25.67,31.82,0.00,33.67,54.40,11.09,14.58,12.09,12.92,11.12,30.69,21.28,31.37,28.95
seq1441,13.66,7.66,11.66,0.00,26.82,16.38,19.12,0.00,9.35,13.57,0.00,19.64,0.00,0.00,18.08,28.12,36.12,16.77,0.00,18.10
seq1442,20.14,18.81,0.00,0.00,0.00,9.21,0.00,18.38,15.32,6.97,0.00,21.64,18.75,0.00,10.12,17.94,13.31,31.35,21.89,14.97
seq1443,19.62,14.26,34.33,0.00,22.62,11.03,16.97,12.92,10.66,22.82,12.41,14.71,16.56,17.74,0.00,25.82,19.02,13.18,29.52,18.21
seq1444,12.66,0.00,15.52,0.00,20.66,5.96,16.06,12.10,14.09,24.24,0.00,21.66,0.00,0.00,8.83,8.58,0.00,9.03,0.00,22.85
seq1445,5.90,0.00,17.21,0.00,24.06,8.19,25.64,18.67,16.38,0.00,0.00,17.03,16.38,0.00,11.47,7.84,0.00,6.10,17.79,14.55
seq1446,7.66,0.00,24.78,15.78,15.03,5.19,0.00,14.77,22.32,18.53,0.00,19.42,0.00,0.00,11.04,18.00,0.00,13.35,0.00,10.63
seq1447,12.43,0.00,7.03,0.00,0.00,11.61,29.03,17.37,6.24,12.75,0.00,0.00,0.00,10.43,25.42,0.00,0.00,15.55,14.17,16.97
seq1448,21.95,0.00,18.95,30.34,13.87,13.88,52.09,15.55,12.70,16.61,55.02,15.41,0.00,30.35,20.52,25.56,34.39,28.77,0.00,21.28
seq1449,15.26,0.00,12.32,0.00,8.95,5.06,17.05,0.00,6.94,3.73,0.00,0.00,0.00,0.00,8.53,11.16,0.00,0.00,8.95,0.00
seq1450,8.94,0.00,0.00,0.00,18.05,8.63,7.37,8.63,13.25,6.59,0.00,0.00,11.05,0.00,0.00,7.37,0.00,6.95,0.00,0.00
seq1451,7.07,0.00,0.00,0.00,4.31,5.21,8.67,7.73,13.07,3.85,0.00,7.73,0.00,0.00,0.00,4.64,0.00,0.00,0.00,0.00
seq1452,12.38,26.65,21.82,34.13,14.32,7.34,18.34,14.32,7.79,10.21,32.34,18.13,0.00,22.76,26.24,15.62,16.05,12.38,0.00,0.00
seq1453,8.75,18.18,0.00,0.00,0.00,7.60,0.00,17.89,7.04,7.84,10.46,9.18,0.00,16.90,0.00,8.15,0.00,13.79,0.00,0.00
